t,accel_cmd_x,accel_cmd_y,accel_cmd_z,fin_x,fin_y,fin_z,los_angle,los_rate,v_closing,range,nav_x,nav_y,nav_z
0.42,32.3907351,0,-85.8341051,0,0,0,0.360841951,0.0216326597,1060.22932,9199.66579,8882.4,0,3483.2
0.425,32.2856493,0,-85.5836216,0,0,0,0.360733916,0.0215814267,1059.60171,9194.36621,8881,0,3483
0.43,32.1809298,0,-85.3338773,0,0,0,0.360626137,0.0215303053,1058.97517,9189.06977,8879.6,0,3482.8
0.435,32.0765752,0,-85.0848696,0,0,0,0.360518613,0.0214792952,1058.3497,9183.77646,8878.2,0,3482.6
0.44,31.9725839,0,-84.8365959,0,0,0,0.360411343,0.021428396,1057.72529,9178.48627,8876.8,0,3482.4
0.445,31.8689543,0,-84.5890533,0,0,0,0.360304328,0.0213776075,1057.10194,9173.1992,8875.4,0,3482.2
0.45,31.7656849,0,-84.3422393,0,0,0,0.360197567,0.0213269294,1056.47965,9167.91525,8874,0,3482
0.455,31.662774,0,-84.0961511,0,0,0,0.360091059,0.0212763613,1055.85842,9162.6344,8872.6,0,3481.8
0.46,31.5602202,0,-83.8507862,0,0,0,0.359984803,0.0212259028,1055.23823,9157.35666,8871.2,0,3481.6
0.465,31.458022,0,-83.6061418,0,0,0,0.359878799,0.0211755538,1054.6191,9152.08202,8869.8,0,3481.4
0.47,31.3561777,0,-83.3622155,0,0,0,0.359773047,0.0211253138,1054.00101,9146.81047,8868.4,0,3481.2
0.475,31.2546859,0,-83.1190044,0,0,0,0.359667546,0.0210751826,1053.38397,9141.542,8867,0,3481
0.48,31.1535451,0,-82.8765061,0,0,0,0.359562295,0.0210251598,1052.76796,9136.27662,8865.6,0,3480.8
0.485,31.0527537,0,-82.6347179,0,0,0,0.359457294,0.0209752451,1052.153,9131.01432,8864.2,0,3480.6
0.49,30.9523103,0,-82.3936372,0,0,0,0.359352542,0.0209254383,1051.53907,9125.75509,8862.8,0,3480.4
0.495,30.8522134,0,-82.1532615,0,0,0,0.359248039,0.0208757389,1050.92617,9120.49893,8861.4,0,3480.2
0.5,30.7524615,0,-81.9135883,0,0,0,0.359143784,0.0208261468,1050.3143,9115.24583,8860,0,3480
0.505,30.6530532,0,-81.6746149,0,0,0,0.359039777,0.0207766615,1049.70346,9109.99578,8858.6,0,3479.8
0.51,30.5539868,0,-81.4363389,0,0,0,0.358936017,0.0207272828,1049.09364,9104.74879,8857.2,0,3479.6
0.515,30.4552611,0,-81.1987576,0,0,0,0.358832504,0.0206780104,1048.48484,9099.50484,8855.8,0,3479.4
0.52,30.3568746,0,-80.9618687,0,0,0,0.358729237,0.020628844,1047.87707,9094.26394,8854.4,0,3479.2
0.525,30.2588257,0,-80.7256695,0,0,0,0.358626215,0.0205797833,1047.27031,9089.02607,8853,0,3479
0.53,30.1611131,0,-80.4901576,0,0,0,0.358523439,0.0205308279,1046.66456,9083.79123,8851.6,0,3478.8
0.535,30.0637353,0,-80.2553305,0,0,0,0.358420907,0.0204819776,1046.05982,9078.55942,8850.2,0,3478.6
0.54,29.966691,0,-80.0211857,0,0,0,0.358318619,0.020433232,1045.45609,9073.33063,8848.8,0,3478.4
0.545,29.8699787,0,-79.7877208,0,0,0,0.358216574,0.0203845909,1044.85337,9068.10486,8847.4,0,3478.2
0.55,29.7735969,0,-79.5549334,0,0,0,0.358114772,0.020336054,1044.25164,9062.8821,8846,0,3478
0.555,29.6775444,0,-79.3228209,0,0,0,0.358013213,0.020287621,1043.65092,9057.66234,8844.6,0,3477.8
0.56,29.5818196,0,-79.0913809,0,0,0,0.357911896,0.0202392915,1043.0512,9052.44559,8843.2,0,3477.6
0.565,29.4864213,0,-78.860611,0,0,0,0.35781082,0.0201910653,1042.45247,9047.23183,8841.8,0,3477.4
0.57,29.3913479,0,-78.6305089,0,0,0,0.357709985,0.0201429421,1041.85473,9042.02106,8840.4,0,3477.2
0.575,29.2965983,0,-78.4010721,0,0,0,0.35760939,0.0200949216,1041.25798,9036.81328,8839,0,3477
0.58,29.2021709,0,-78.1722982,0,0,0,0.357509035,0.0200470035,1040.66222,9031.60848,8837.6,0,3476.8
0.585,29.1080645,0,-77.9441848,0,0,0,0.35740892,0.0199991875,1040.06745,9026.40665,8836.2,0,3476.6
0.59,29.0142776,0,-77.7167296,0,0,0,0.357309043,0.0199514733,1039.47365,9021.2078,8834.8,0,3476.4
0.595,28.920809,0,-77.4899303,0,0,0,0.357209405,0.0199038607,1038.88083,9016.01191,8833.4,0,3476.2
0.6,28.8276572,0,-77.2637844,0,0,0,0.357110004,0.0198563493,1038.28899,9010.81899,8832,0,3476
0.605,28.734821,0,-77.0382896,0,0,0,0.357010841,0.0198089388,1037.69813,9005.62902,8830.6,0,3475.8
0.61,28.6422991,0,-76.8134436,0,0,0,0.356911914,0.0197616291,1037.10823,9000.44201,8829.2,0,3475.6
0.615,28.55009,0,-76.5892441,0,0,0,0.356813224,0.0197144197,1036.51931,8995.25794,8827.8,0,3475.4
0.62,28.4581926,0,-76.3656888,0,0,0,0.35671477,0.0196673104,1035.93135,8990.07681,8826.4,0,3475.2
0.625,28.3666054,0,-76.1427754,0,0,0,0.356616551,0.0196203009,1035.34435,8984.89862,8825,0,3475
0.63,28.2753273,0,-75.9205015,0,0,0,0.356518566,0.019573391,1034.75832,8979.72336,8823.6,0,3474.8
0.635,28.1843568,0,-75.698865,0,0,0,0.356420816,0.0195265803,1034.17324,8974.55104,8822.2,0,3474.6
0.64,28.0936928,0,-75.4778635,0,0,0,0.3563233,0.0194798686,1033.58912,8969.38163,8820.8,0,3474.4
0.645,28.0033338,0,-75.2574947,0,0,0,0.356226017,0.0194332556,1033.00595,8964.21514,8819.4,0,3474.2
0.65,27.9132788,0,-75.0377565,0,0,0,0.356128967,0.0193867411,1032.42374,8959.05157,8818,0,3474
0.655,27.8235263,0,-74.8186466,0,0,0,0.35603215,0.0193403246,1031.84247,8953.8909,8816.6,0,3473.8
0.66,27.7340751,0,-74.6001628,0,0,0,0.355935564,0.0192940061,1031.26215,8948.73314,8815.2,0,3473.6
0.665,27.644924,0,-74.3823027,0,0,0,0.355839209,0.0192477851,1030.68277,8943.57828,8813.8,0,3473.4
0.67,27.5560717,0,-74.1650644,0,0,0,0.355743086,0.0192016614,1030.10434,8938.42631,8812.4,0,3473.2
0.675,27.467517,0,-73.9484454,0,0,0,0.355647192,0.0191556348,1029.52684,8933.27723,8811,0,3473
0.68,27.3792586,0,-73.7324436,0,0,0,0.355551529,0.019109705,1028.95028,8928.13104,8809.6,0,3472.8
0.685,27.2912954,0,-73.5170569,0,0,0,0.355456095,0.0190638716,1028.37466,8922.98773,8808.2,0,3472.6
0.69,27.203626,0,-73.3022831,0,0,0,0.35536089,0.0190181345,1027.79996,8917.84729,8806.8,0,3472.4
0.695,27.1162492,0,-73.08812,0,0,0,0.355265913,0.0189724934,1027.2262,8912.70973,8805.4,0,3472.2
0.7,27.029164,0,-72.8745654,0,0,0,0.355171165,0.0189269479,1026.65336,8907.57503,8804,0,3472
0.705,26.9423689,0,-72.6616172,0,0,0,0.355076644,0.0188814979,1026.08144,8902.44319,8802.6,0,3471.8
0.71,26.8558629,0,-72.4492733,0,0,0,0.354982349,0.018836143,1025.51045,8897.31421,8801.2,0,3471.6
0.715,26.7696447,0,-72.2375315,0,0,0,0.354888282,0.018790883,1024.94038,8892.18808,8799.8,0,3471.4
0.72,26.6837132,0,-72.0263897,0,0,0,0.35479444,0.0187457176,1024.37122,8887.0648,8798.4,0,3471.2
0.725,26.5980672,0,-71.8158459,0,0,0,0.354700824,0.0187006466,1023.80298,8881.94437,8797,0,3471
0.73,26.5127054,0,-71.6058978,0,0,0,0.354607433,0.0186556697,1023.23565,8876.82677,8795.6,0,3470.8
0.735,26.4276268,0,-71.3965435,0,0,0,0.354514267,0.0186107866,1022.66924,8871.71201,8794.2,0,3470.6
0.74,26.3428301,0,-71.1877808,0,0,0,0.354421325,0.0185659971,1022.10373,8866.60008,8792.8,0,3470.4
0.745,26.2583142,0,-70.9796076,0,0,0,0.354328607,0.0185213009,1021.53912,8861.49097,8791.4,0,3470.2
0.75,26.1740779,0,-70.7720219,0,0,0,0.354236112,0.0184766978,1020.97542,8856.38468,8790,0,3470
0.755,26.0901201,0,-70.5650216,0,0,0,0.35414384,0.0184321875,1020.41262,8851.28121,8788.6,0,3469.8
0.76,26.0064396,0,-70.3586048,0,0,0,0.35405179,0.0183877697,1019.85071,8846.18056,8787.2,0,3469.6
0.765,25.9230354,0,-70.1527692,0,0,0,0.353959962,0.0183434442,1019.28971,8841.08271,8785.8,0,3469.4
0.77,25.8399062,0,-69.9475129,0,0,0,0.353868355,0.0182992107,1018.7296,8835.98766,8784.4,0,3469.2
0.775,25.757051,0,-69.742834,0,0,0,0.353776969,0.018255069,1018.17037,8830.89541,8783,0,3469
0.78,25.6744685,0,-69.5387303,0,0,0,0.353685804,0.0182110188,1017.61204,8825.80595,8781.6,0,3468.8
0.785,25.5921578,0,-69.3351998,0,0,0,0.353594859,0.0181670599,1017.0546,8820.71928,8780.2,0,3468.6
0.79,25.5101176,0,-69.1322406,0,0,0,0.353504133,0.018123192,1016.49804,8815.6354,8778.8,0,3468.4
0.795,25.428347,0,-68.9298507,0,0,0,0.353413627,0.0180794148,1015.94236,8810.5543,8777.4,0,3468.2
0.8,25.3468447,0,-68.7280281,0,0,0,0.353323339,0.0180357281,1015.38756,8805.47598,8776,0,3468
0.805,25.2656097,0,-68.5267708,0,0,0,0.353233269,0.0179921317,1014.83364,8800.40042,8774.6,0,3467.8
0.81,25.1846409,0,-68.3260768,0,0,0,0.353143417,0.0179486254,1014.2806,8795.32764,8773.2,0,3467.6
0.815,25.1039372,0,-68.1259442,0,0,0,0.353053782,0.0179052087,1013.72843,8790.25762,8771.8,0,3467.4
0.82,25.0234976,0,-67.9263711,0,0,0,0.352964365,0.0178618816,1013.17713,8785.19035,8770.4,0,3467.2
0.825,24.9433209,0,-67.7273554,0,0,0,0.352875163,0.0178186438,1012.6267,8780.12584,8769,0,3467
0.83,24.8634061,0,-67.5288954,0,0,0,0.352786178,0.017775495,1012.07714,8775.06408,8767.6,0,3466.8
0.835,24.7837521,0,-67.330989,0,0,0,0.352697408,0.0177324349,1011.52844,8770.00507,8766.2,0,3466.6
0.84,24.7043578,0,-67.1336343,0,0,0,0.352608853,0.0176894634,1010.98061,8764.9488,8764.8,0,3466.4
0.845,24.6252223,0,-66.9368294,0,0,0,0.352520513,0.0176465802,1010.43363,8759.89526,8763.4,0,3466.2
0.85,24.5463445,0,-66.7405725,0,0,0,0.352432387,0.017603785,1009.88751,8754.84446,8762,0,3466
0.855,24.4677232,0,-66.5448616,0,0,0,0.352344475,0.0175610776,1009.34225,8749.79638,8760.6,0,3465.8
0.86,24.3893576,0,-66.3496948,0,0,0,0.352256776,0.0175184578,1008.79785,8744.75103,8759.2,0,3465.6
0.865,24.3112465,0,-66.1550703,0,0,0,0.35216929,0.0174759253,1008.25429,8739.7084,8757.8,0,3465.4
0.87,24.2333889,0,-65.9609862,0,0,0,0.352082017,0.0174334799,1007.71159,8734.66849,8756.4,0,3465.2
0.875,24.1557838,0,-65.7674407,0,0,0,0.351994955,0.0173911214,1007.16973,8729.63129,8755,0,3465
0.88,24.0784302,0,-65.5744318,0,0,0,0.351908105,0.0173488494,1006.62871,8724.59679,8753.6,0,3464.8
0.885,24.001327,0,-65.3819578,0,0,0,0.351821466,0.0173066639,1006.08854,8719.565,8752.2,0,3464.6
0.89,23.9244733,0,-65.1900167,0,0,0,0.351735038,0.0172645644,1005.54922,8714.5359,8750.8,0,3464.4
0.895,23.847868,0,-64.9986069,0,0,0,0.35164882,0.0172225509,1005.01072,8709.5095,8749.4,0,3464.2
0.9,23.7715102,0,-64.8077263,0,0,0,0.351562812,0.017180623,1004.47307,8704.48579,8748,0,3464
0.905,23.6953988,0,-64.6173733,0,0,0,0.351477014,0.0171387806,1003.93625,8699.46477,8746.6,0,3463.8
0.91,23.6195329,0,-64.4275461,0,0,0,0.351391424,0.0170970234,1003.40027,8694.44643,8745.2,0,3463.6
0.915,23.5439114,0,-64.2382427,0,0,0,0.351306043,0.0170553511,1002.86511,8689.43077,8743.8,0,3463.4
0.92,23.4685335,0,-64.0494615,0,0,0,0.35122087,0.0170137636,1002.33078,8684.41778,8742.4,0,3463.2
0.925,23.393398,0,-63.8612006,0,0,0,0.351135905,0.0169722606,1001.79728,8679.40746,8741,0,3463
0.93,23.3185042,0,-63.6734583,0,0,0,0.351051148,0.0169308418,1001.26461,8674.3998,8739.6,0,3462.8
0.935,23.2438509,0,-63.4862328,0,0,0,0.350966597,0.0168895071,1000.73275,8669.39481,8738.2,0,3462.6
0.94,23.1694372,0,-63.2995223,0,0,0,0.350882252,0.0168482563,1000.20172,8664.39247,8736.8,0,3462.4
0.945,23.0952621,0,-63.1133251,0,0,0,0.350798114,0.016807089,999.671502,8659.39279,8735.4,0,3462.2
0.95,23.0213248,0,-62.9276394,0,0,0,0.350714181,0.0167660051,999.142102,8654.39575,8734,0,3462
0.955,22.9476242,0,-62.7424635,0,0,0,0.350630453,0.0167250043,998.613516,8649.40137,8732.6,0,3461.8
0.96,22.8741595,0,-62.5577956,0,0,0,0.350546931,0.0166840865,998.085742,8644.40962,8731.2,0,3461.6
0.965,22.8009296,0,-62.3736341,0,0,0,0.350463612,0.0166432513,997.558779,8639.42051,8729.8,0,3461.4
0.97,22.7279336,0,-62.1899771,0,0,0,0.350380498,0.0166024986,997.032623,8634.43403,8728.4,0,3461.2
0.975,22.6551707,0,-62.0068231,0,0,0,0.350297587,0.0165618282,996.507273,8629.45018,8727,0,3461
0.98,22.5826398,0,-61.8241702,0,0,0,0.350214879,0.0165212397,995.982728,8624.46895,8725.6,0,3460.8
0.985,22.5103401,0,-61.6420168,0,0,0,0.350132374,0.0164807331,995.458984,8619.49035,8724.2,0,3460.6
0.99,22.4382707,0,-61.4603611,0,0,0,0.350050072,0.0164403081,994.93604,8614.51436,8722.8,0,3460.4
0.995,22.3664305,0,-61.2792016,0,0,0,0.349967971,0.0163999644,994.413895,8609.54099,8721.4,0,3460.2
1,22.2948188,0,-61.0985365,0,0,0,0.349886072,0.0163597019,993.892546,8604.57022,8720,0,3460
1.005,22.2234346,0,-60.9183641,0,0,0,0.349804374,0.0163195202,993.37199,8599.60206,8718.6,0,3459.8
1.01,22.152277,0,-60.7386828,0,0,0,0.349722876,0.0162794193,992.852227,8594.6365,8717.2,0,3459.6
1.015,22.0813451,0,-60.559491,0,0,0,0.349641579,0.0162393989,992.333254,8589.67354,8715.8,0,3459.4
1.02,22.010638,0,-60.3807869,0,0,0,0.349560482,0.0161994588,991.81507,8584.71316,8714.4,0,3459.2
1.025,21.9401549,0,-60.2025689,0,0,0,0.349479584,0.0161595987,991.297672,8579.75538,8713,0,3459
1.03,21.8698948,0,-60.0248354,0,0,0,0.349398886,0.0161198184,990.781058,8574.80019,8711.6,0,3458.8
1.035,21.7998569,0,-59.8475848,0,0,0,0.349318386,0.0160801178,990.265226,8569.84757,8710.2,0,3458.6
1.04,21.7300402,0,-59.6708154,0,0,0,0.349238084,0.0160404966,989.750176,8564.89753,8708.8,0,3458.4
1.045,21.660444,0,-59.4945257,0,0,0,0.349157981,0.0160009546,989.235903,8559.95007,8707.4,0,3458.2
1.05,21.5910674,0,-59.3187139,0,0,0,0.349078075,0.0159614916,988.722408,8555.00517,8706,0,3458
1.055,21.5219094,0,-59.1433785,0,0,0,0.348998366,0.0159221074,988.209688,8550.06284,8704.6,0,3457.8
1.06,21.4529693,0,-58.9685179,0,0,0,0.348918853,0.0158828017,987.69774,8545.12307,8703.2,0,3457.6
1.065,21.3842461,0,-58.7941305,0,0,0,0.348839537,0.0158435744,987.186563,8540.18586,8701.8,0,3457.4
1.07,21.3157391,0,-58.6202147,0,0,0,0.348760417,0.0158044253,986.676156,8535.2512,8700.4,0,3457.2
1.075,21.2474473,0,-58.446769,0,0,0,0.348681493,0.015765354,986.166516,8530.3191,8699,0,3457
1.08,21.17937,0,-58.2737917,0,0,0,0.348602763,0.0157263606,985.657641,8525.38954,8697.6,0,3456.8
1.085,21.1115063,0,-58.1012813,0,0,0,0.348524229,0.0156874446,985.14953,8520.46252,8696.2,0,3456.6
1.09,21.0438553,0,-57.9292363,0,0,0,0.348445889,0.015648606,984.642181,8515.53804,8694.8,0,3456.4
1.095,20.9764162,0,-57.757655,0,0,0,0.348367743,0.0156098445,984.135591,8510.6161,8693.4,0,3456.2
1.1,20.9091883,0,-57.586536,0,0,0,0.34828979,0.0155711599,983.62976,8505.69668,8692,0,3456
1.105,20.8421706,0,-57.4158776,0,0,0,0.348212031,0.015532552,983.124684,8500.7798,8690.6,0,3455.8
1.11,20.7753624,0,-57.2456785,0,0,0,0.348134464,0.0154940206,982.620363,8495.86543,8689.2,0,3455.6
1.115,20.7087628,0,-57.0759369,0,0,0,0.34805709,0.0154555655,982.116795,8490.95359,8687.8,0,3455.4
1.12,20.642371,0,-56.9066514,0,0,0,0.347979908,0.0154171864,981.613977,8486.04426,8686.4,0,3455.2
1.125,20.5761862,0,-56.7378206,0,0,0,0.347902918,0.0153788833,981.111908,8481.13745,8685,0,3455
1.13,20.5102077,0,-56.5694428,0,0,0,0.347826119,0.0153406559,980.610586,8476.23314,8683.6,0,3454.8
1.135,20.4444345,0,-56.4015165,0,0,0,0.347749511,0.015302504,980.110009,8471.33134,8682.2,0,3454.6
1.14,20.378866,0,-56.2340404,0,0,0,0.347673094,0.0152644273,979.610176,8466.43204,8680.8,0,3454.4
1.145,20.3135012,0,-56.0670128,0,0,0,0.347596867,0.0152264258,979.111084,8461.53524,8679.4,0,3454.2
1.15,20.2483395,0,-55.9004323,0,0,0,0.347520829,0.0151884992,978.612733,8456.64093,8678,0,3454
1.155,20.1833801,0,-55.7342974,0,0,0,0.347444982,0.0151506472,978.115119,8451.74911,8676.6,0,3453.8
1.16,20.118622,0,-55.5686066,0,0,0,0.347369323,0.0151128698,977.618242,8446.85978,8675.2,0,3453.6
1.165,20.0540647,0,-55.4033586,0,0,0,0.347293853,0.0150751666,977.122099,8441.97293,8673.8,0,3453.4
1.17,19.9897072,0,-55.2385517,0,0,0,0.347218571,0.0150375376,976.626689,8437.08855,8672.4,0,3453.2
1.175,19.9255489,0,-55.0741845,0,0,0,0.347143477,0.0149999825,976.13201,8432.20666,8671,0,3453
1.18,19.8615889,0,-54.9102556,0,0,0,0.347068571,0.014962501,975.63806,8427.32723,8669.6,0,3452.8
1.185,19.7978265,0,-54.7467636,0,0,0,0.346993852,0.0149250932,975.144838,8422.45027,8668.2,0,3452.6
1.19,19.734261,0,-54.583707,0,0,0,0.34691932,0.0148877586,974.652341,8417.57578,8666.8,0,3452.4
1.195,19.6708915,0,-54.4210844,0,0,0,0.346844974,0.0148504972,974.160569,8412.70375,8665.4,0,3452.2
1.2,19.6077173,0,-54.2588943,0,0,0,0.346770814,0.0148133087,973.669519,8407.83417,8664,0,3452
1.205,19.5447377,0,-54.0971353,0,0,0,0.346696841,0.014776193,973.179189,8402.96705,8662.6,0,3451.8
1.21,19.4819518,0,-53.935806,0,0,0,0.346623052,0.0147391499,972.689579,8398.10238,8661.2,0,3451.6
1.215,19.4193591,0,-53.774905,0,0,0,0.346549449,0.0147021791,972.200685,8393.24015,8659.8,0,3451.4
1.22,19.3569587,0,-53.6144309,0,0,0,0.34647603,0.0146652805,971.712507,8388.38037,8658.4,0,3451.2
1.225,19.2947498,0,-53.4543822,0,0,0,0.346402796,0.0146284539,971.225043,8383.52303,8657,0,3451
1.23,19.2327318,0,-53.2947577,0,0,0,0.346329745,0.0145916991,970.73829,8378.66812,8655.6,0,3450.8
1.235,19.170904,0,-53.1355558,0,0,0,0.346256879,0.014555016,970.252248,8373.81564,8654.2,0,3450.6
1.24,19.1092655,0,-52.9767753,0,0,0,0.346184195,0.0145184042,969.766915,8368.9656,8652.8,0,3450.4
1.245,19.0478157,0,-52.8184146,0,0,0,0.346111694,0.0144818637,969.282289,8364.11797,8651.4,0,3450.2
1.25,18.9865539,0,-52.6604726,0,0,0,0.346039376,0.0144453943,968.798368,8359.27277,8650,0,3450
1.255,18.9254792,0,-52.5029477,0,0,0,0.34596724,0.0144089958,968.31515,8354.42999,8648.6,0,3449.8
1.26,18.8645911,0,-52.3458387,0,0,0,0.345895286,0.0143726679,967.832635,8349.58962,8647.2,0,3449.6
1.265,18.8038888,0,-52.1891441,0,0,0,0.345823513,0.0143364105,967.35082,8344.75166,8645.8,0,3449.4
1.27,18.7433716,0,-52.0328626,0,0,0,0.345751922,0.0143002235,966.869703,8339.91611,8644.4,0,3449.2
1.275,18.6830387,0,-51.876993,0,0,0,0.345680511,0.0142641066,966.389284,8335.08296,8643,0,3449
1.28,18.6228896,0,-51.7215337,0,0,0,0.34560928,0.0142280597,965.90956,8330.25221,8641.6,0,3448.8
1.285,18.5629234,0,-51.5664836,0,0,0,0.34553823,0.0141920825,965.430529,8325.42386,8640.2,0,3448.6
1.29,18.5031395,0,-51.4118412,0,0,0,0.345467359,0.0141561749,964.952191,8320.59791,8638.8,0,3448.4
1.295,18.4435373,0,-51.2576052,0,0,0,0.345396668,0.0141203368,964.474543,8315.77434,8637.4,0,3448.2
1.3,18.3841159,0,-51.1037744,0,0,0,0.345326156,0.0140845678,963.997584,8310.95316,8636,0,3448
1.305,18.3248748,0,-50.9503474,0,0,0,0.345255822,0.014048868,963.521312,8306.13436,8634.6,0,3447.8
1.31,18.2658131,0,-50.7973228,0,0,0,0.345185667,0.014013237,963.045726,8301.31794,8633.2,0,3447.6
1.315,18.2069304,0,-50.6446995,0,0,0,0.345115689,0.0139776747,962.570824,8296.5039,8631.8,0,3447.4
1.32,18.1482258,0,-50.492476,0,0,0,0.34504589,0.0139421809,962.096604,8291.69223,8630.4,0,3447.2
1.325,18.0896988,0,-50.3406512,0,0,0,0.344976267,0.0139067554,961.623065,8286.88294,8629,0,3447
1.33,18.0313485,0,-50.1892236,0,0,0,0.344906822,0.0138713982,961.150205,8282.076,8627.6,0,3446.8
1.335,17.9731745,0,-50.0381921,0,0,0,0.344837553,0.0138361089,960.678022,8277.27143,8626.2,0,3446.6
1.34,17.9151759,0,-49.8875553,0,0,0,0.344768461,0.0138008874,960.206516,8272.46922,8624.8,0,3446.4
1.345,17.8573522,0,-49.737312,0,0,0,0.344699544,0.0137657336,959.735684,8267.66936,8623.4,0,3446.2
1.35,17.7997026,0,-49.5874608,0,0,0,0.344630803,0.0137306472,959.265525,8262.87186,8622,0,3446
1.355,17.7422266,0,-49.4380006,0,0,0,0.344562237,0.0136956281,958.796038,8258.07671,8620.6,0,3445.8
1.36,17.6849235,0,-49.2889301,0,0,0,0.344493846,0.0136606762,958.32722,8253.2839,8619.2,0,3445.6
1.365,17.6277925,0,-49.140248,0,0,0,0.34442563,0.0136257912,957.85907,8248.49343,8617.8,0,3445.4
1.37,17.5708332,0,-48.9919531,0,0,0,0.344357588,0.0135909729,957.391587,8243.70531,8616.4,0,3445.2
1.375,17.5140448,0,-48.844044,0,0,0,0.34428972,0.0135562213,956.924769,8238.91952,8615,0,3445
1.38,17.4574266,0,-48.6965197,0,0,0,0.344222026,0.0135215361,956.458615,8234.13606,8613.6,0,3444.8
1.385,17.4009781,0,-48.5493788,0,0,0,0.344154505,0.0134869171,955.993122,8229.35493,8612.2,0,3444.6
1.39,17.3446986,0,-48.4026201,0,0,0,0.344087157,0.0134523643,955.52829,8224.57613,8610.8,0,3444.4
1.395,17.2885875,0,-48.2562424,0,0,0,0.344019981,0.0134178773,955.064117,8219.79964,8609.4,0,3444.2
1.4,17.2326442,0,-48.1102445,0,0,0,0.343952978,0.0133834561,954.600602,8215.02548,8608,0,3444
1.405,17.1768679,0,-47.9646252,0,0,0,0.343886146,0.0133491005,954.137742,8210.25364,8606.6,0,3443.8
1.41,17.1212582,0,-47.8193831,0,0,0,0.343819486,0.0133148104,953.675537,8205.4841,8605.2,0,3443.6
1.415,17.0658143,0,-47.6745172,0,0,0,0.343752998,0.0132805854,953.213984,8200.71688,8603.8,0,3443.4
1.42,17.0105357,0,-47.5300263,0,0,0,0.34368668,0.0132464256,952.753083,8195.95196,8602.4,0,3443.2
1.425,16.9554217,0,-47.385909,0,0,0,0.343620533,0.0132123306,952.292832,8191.18935,8601,0,3443
1.43,16.9004718,0,-47.2421643,0,0,0,0.343554557,0.0131783004,951.833229,8186.42903,8599.6,0,3442.8
1.435,16.8456852,0,-47.098791,0,0,0,0.34348875,0.0131443348,951.374273,8181.67101,8598.2,0,3442.6
1.44,16.7910615,0,-46.9557878,0,0,0,0.343423113,0.0131104336,950.915962,8176.91529,8596.8,0,3442.4
1.445,16.7365999,0,-46.8131536,0,0,0,0.343357646,0.0130765967,950.458296,8172.16185,8595.4,0,3442.2
1.45,16.6822999,0,-46.6708873,0,0,0,0.343292347,0.0130428239,950.001272,8167.4107,8594,0,3442
1.455,16.628161,0,-46.5289875,0,0,0,0.343227217,0.013009115,949.544888,8162.66184,8592.6,0,3441.8
1.46,16.5741824,0,-46.3874533,0,0,0,0.343162256,0.0129754698,949.089144,8157.91525,8591.2,0,3441.6
1.465,16.5203637,0,-46.2462833,0,0,0,0.343097462,0.0129418883,948.634039,8153.17095,8589.8,0,3441.4
1.47,16.4667041,0,-46.1054765,0,0,0,0.343032836,0.0129083702,948.179569,8148.42891,8588.4,0,3441.2
1.475,16.4132032,0,-45.9650318,0,0,0,0.342968378,0.0128749154,947.725735,8143.68915,8587,0,3441
1.48,16.3598602,0,-45.8249478,0,0,0,0.342904087,0.0128415237,947.272535,8138.95165,8585.6,0,3440.8
1.485,16.3066748,0,-45.6852236,0,0,0,0.342839963,0.012808195,946.819967,8134.21642,8584.2,0,3440.6
1.49,16.2536462,0,-45.545858,0,0,0,0.342776005,0.012774929,946.368029,8129.48345,8582.8,0,3440.4
1.495,16.2007739,0,-45.4068498,0,0,0,0.342712213,0.0127417257,945.916721,8124.75274,8581.4,0,3440.2
1.5,16.1480573,0,-45.2681979,0,0,0,0.342648587,0.0127085849,945.466041,8120.02428,8580,0,3440
1.505,16.0954958,0,-45.1299012,0,0,0,0.342585127,0.0126755065,945.015988,8115.29808,8578.6,0,3439.8
1.51,16.0430889,0,-44.9919585,0,0,0,0.342521832,0.0126424902,944.566559,8110.57412,8577.2,0,3439.6
1.515,15.9908359,0,-44.8543688,0,0,0,0.342458702,0.0126095359,944.117754,8105.85241,8575.8,0,3439.4
1.52,15.9387364,0,-44.717131,0,0,0,0.342395737,0.0125766435,943.669571,8101.13294,8574.4,0,3439.2
1.525,15.8867898,0,-44.5802438,0,0,0,0.342332935,0.0125438127,943.222009,8096.41571,8573,0,3439
1.53,15.8349955,0,-44.4437062,0,0,0,0.342270298,0.0125110435,942.775067,8091.70072,8571.6,0,3438.8
1.535,15.7833529,0,-44.3075172,0,0,0,0.342207825,0.0124783357,942.328743,8086.98796,8570.2,0,3438.6
1.54,15.7318614,0,-44.1716756,0,0,0,0.342145515,0.0124456892,941.883035,8082.27743,8568.8,0,3438.4
1.545,15.6805206,0,-44.0361803,0,0,0,0.342083368,0.0124131037,941.437942,8077.56913,8567.4,0,3438.2
1.55,15.6293299,0,-43.9010302,0,0,0,0.342021383,0.0123805791,940.993463,8072.86305,8566,0,3438
1.555,15.5782887,0,-43.7662243,0,0,0,0.341959562,0.0123481153,940.549597,8068.15919,8564.6,0,3437.8
1.56,15.5273965,0,-43.6317615,0,0,0,0.341897902,0.0123157122,940.106342,8063.45755,8563.2,0,3437.6
1.565,15.4766526,0,-43.4976406,0,0,0,0.341836404,0.0122833695,939.663696,8058.75813,8561.8,0,3437.4
